,file_name,mean,std,min,max
99,202206150350.nc,4457.015106172839,1205.3655783344452,1711,7496
100,202307301130.nc,4912.158261728395,1388.9697863178455,3107,7631
101,202308170610.nc,4133.65589382716,1195.2384774362095,1792,7622
102,202107101050.nc,4610.690961728395,1273.2780228418837,2822,7746
103,202307032310.nc,5077.418290123457,1100.5330648271397,2931,7577
104,202206300040.nc,4270.183502469135,1044.7976955146723,2423,7360
105,202206160030.nc,4478.765577777778,1083.623947019843,2605,7497
106,202207020610.nc,4066.904762962963,1167.0876317544046,1564,7527
107,202207260540.nc,4228.142693827161,1311.5679713676618,1831,7754
108,202107230740.nc,4403.547325925926,1309.6249961168594,1973,7487
109,202308150040.nc,4181.996592592593,1075.3154215969344,2524,7410
110,202306201640.nc,4955.764565432099,1040.062411834648,3158,7473
111,202308012030.nc,4342.5128716049385,1048.7979559075252,3099,7400
112,202307141640.nc,5021.775124691358,1128.464757647346,3068,7712
113,202206270640.nc,5693.468198765432,1227.1849833014312,2722,7486
114,202306031900.nc,4501.032307407408,780.0549826708144,3252,6892
115,202308121350.nc,4074.492390123457,1001.7833928568682,2707,7450
116,202306111430.nc,5142.4468962962965,1066.9074720810918,3120,7355
117,202209071850.nc,3943.0595160493826,654.72778858224,3037,7208
118,202306101210.nc,5224.6223938271605,1331.4129396116857,2938,7532
119,202208132130.nc,4443.725028395062,1144.2041892481802,2843,7600
120,202207271640.nc,4173.762846913581,1015.9734178392389,2980,7434
121,202106090200.nc,4396.170704938271,1119.2323152128042,1880,7320
122,202307051200.nc,4279.825349382716,1064.0525639444077,2778,7332
123,202307180820.nc,4232.282427160494,1319.8483584821347,2183,7751
124,202207232140.nc,4374.78398271605,949.9705293210457,2963,7628
125,202209061730.nc,3871.6156679012347,579.6704665487434,3049,6629
126,202208070500.nc,4416.203167901234,1364.472798869097,1842,7460
127,202106040830.nc,4712.690880246913,1195.2425054446155,2248,7389
128,202206221000.nc,4853.3377037037035,1358.7629360809485,2876,7469
129,202106221950.nc,4132.442080246914,709.2539782041329,3089,7178
130,202306072200.nc,5244.7990049382715,1164.366369174747,3341,7584
131,202307111230.nc,4655.671992592593,1239.8345458279603,2764,7427
132,202306011800.nc,4737.062480246914,1107.3715126040956,3206,7543
133,202207260640.nc,4271.389146913581,1334.5183414030782,2042,7749
134,202307182100.nc,4333.126814814815,1079.6831866216858,2988,7490
135,202207071820.nc,4462.045254320988,1100.227965118406,2930,7370
136,202207192040.nc,4955.539445679013,917.1416681537219,3270,7626
137,202208270130.nc,4315.188486419753,1107.7831303531802,2488,7547
138,202107241950.nc,4733.571529629629,1286.3960951460356,3082,7552
139,202207210400.nc,4328.794550617284,1106.2191233921303,1051,7446
140,202307290850.nc,4937.385996296296,1405.7391374280585,2064,7708
141,202106271640.nc,4574.239850617284,901.933943579882,3194,7606
142,202308032140.nc,4212.888435802469,1005.4465212459233,2995,7291
143,202106250350.nc,4578.9307234567905,1262.0742492991335,2122,7340
144,202208211040.nc,4053.6370987654323,1058.6348287352614,2772,7514
145,202208310220.nc,4342.91874691358,1248.266699233964,2477,7382
146,202208310010.nc,4497.609545679013,1140.7046701311447,2906,7497
147,202307190220.nc,4051.08057654321,1103.6274634054416,1907,7407
148,202207142100.nc,4704.406908641975,1190.5548310707286,3033,7601
149,202207202120.nc,4906.571871604939,956.1191248395021,3242,7536
150,202208012240.nc,4029.0891629629627,1038.4129351750466,2986,7602
151,202308191550.nc,3957.2243061728395,812.490454246877,3082,7230
152,202206212140.nc,4639.053856790123,1143.453485926395,3085,7457
153,202207240340.nc,3977.642717283951,978.5573302506772,1968,7455
154,202208301950.nc,4663.315727160494,1031.4440238866198,3037,7345
155,202307161250.nc,4327.453654320988,1006.0336671735423,2834,7643
156,202308200750.nc,4152.362158024692,1201.6421284008552,2200,7549
157,202107031900.nc,5474.75197654321,1091.4973682155178,3287,7644
158,202206071010.nc,4417.477302469136,769.0049936702364,2851,7297
159,202206110710.nc,4618.480202469136,1372.0929163460723,2179,7710
160,202307200120.nc,4265.874803703704,1088.4927776976574,2349,7685
161,202206221930.nc,4973.015416049383,1271.0231221792137,3287,7666
162,202106231840.nc,4487.206672839507,884.5046440406896,3189,7168
163,202208250830.nc,4553.0563913580245,1141.4917529577829,2474,7711
164,202306011830.nc,4724.513533333334,1099.2145164019173,3267,7568
165,202107170020.nc,4302.291650617284,1191.4105719393322,2625,7662
166,202306021650.nc,4176.05184691358,598.3054076106074,3124,6943
167,202307130820.nc,5456.041425925926,1282.593161707159,2913,7631
168,202106020730.nc,5298.694402469136,1250.1830354269764,2452,7451
169,202106061920.nc,4628.3600518518515,875.4247662338003,3173,7270
170,202106111150.nc,4701.206313580247,1081.5198076815543,2986,7443
171,202306282020.nc,4946.274827160494,1134.7088193843167,3236,7628
172,202208201830.nc,4132.750250617284,1002.6763729690807,3073,7650
173,202306041800.nc,4624.524634567902,874.0257231336564,3277,7306
174,202308080650.nc,4178.321316049382,1192.4279155511358,1825,7602
175,202306112130.nc,5111.710134567901,1041.8417260599197,3463,7470
176,202106151500.nc,4844.379102469135,1054.7900741800354,3259,7739
177,202308162040.nc,4119.969613580247,941.6471663710831,3028,7454
178,202106061250.nc,4617.129388888889,1028.703026716554,2970,7321
179,202206270840.nc,5733.690211111111,1177.8193331599768,2961,7445
180,202308011020.nc,4349.9892049382715,1172.0522624116245,2933,7607
181,202207161620.nc,4813.750745679013,1037.9201148477744,3084,7579
182,202106090600.nc,4720.788741975309,1256.4964458605407,1854,7448
183,202307281940.nc,4869.188220987654,1201.6706512231756,3006,7507
184,202107310220.nc,3804.3480024691357,791.9611989843637,2255,7357
185,202107081100.nc,5204.5089950617285,1204.9330118906116,2904,7765
186,202107250800.nc,4902.4835469135805,1453.2683982931178,2530,7630
187,202106180520.nc,4792.9826641975305,1128.414984000458,1678,7644
188,202106301140.nc,5089.72112345679,1237.474206246001,3040,7604
189,202208122050.nc,4415.164971604938,1212.531127922358,2791,7700
190,202307121310.nc,5011.144945679012,1300.2504926599165,2730,7724
191,202306252130.nc,5202.608382716049,1176.893487110794,3229,7481
192,202107092100.nc,4574.401975308642,1168.0525121307107,3036,7708
193,202207261640.nc,4113.239712345679,911.1572668883365,3014,7387
194,202207061750.nc,4581.256601234568,1125.6679164730576,3136,7626
195,202208040130.nc,3756.491466666667,920.5273889991282,2494,7463
196,202207241200.nc,4059.4473580246913,1052.0955283255648,2831,7543
197,202106040700.nc,4641.434611111111,1226.0300366301615,1887,7346
198,202208250610.nc,4396.094134567901,1136.0685986946025,1906,7149
199,202308141710.nc,4225.881228395062,943.703758245478,3018,7347
200,202209021130.nc,4534.00412345679,1108.0328063903694,3045,7576
201,202107030610.nc,5769.145875308642,1326.1567859427014,2562,7725
202,202206231930.nc,4801.455340740741,1252.0304805693377,3074,7625
203,202208150840.nc,4776.049758024691,1255.4441946959425,2460,7710
204,202107281810.nc,4496.960982716049,1231.01861740738,3015,7607
205,202208191430.nc,4586.672845679012,952.7685947213699,3056,7726
206,202209050430.nc,5238.477304938272,1589.649574052387,1987,7697
207,202106040750.nc,4684.2619,1211.1210051990329,2069,7521
208,202307271820.nc,4541.000256790124,1155.151698625324,3037,7573
209,202306190550.nc,4809.314611111111,1274.8062308702163,1916,7613
210,202307291740.nc,4874.581674074074,1259.5242158801889,3059,7505
211,202308010910.nc,4355.397749382716,1178.0248260276196,2802,7712
212,202107061920.nc,4821.023627160494,1034.3264542351442,3122,7704
213,202206010550.nc,4465.938717283951,1490.7658030959224,1237,7428
214,202107310110.nc,3838.2638790123456,786.4851618136557,2462,7317
215,202106022320.nc,5668.632627160494,1100.3664444310311,3282,7541
216,202106020110.nc,5137.217974074074,1053.7587541312719,2741,7274
217,202306232050.nc,4583.23132345679,1111.0723890799725,3034,7471
218,202207211200.nc,4141.446470370371,947.9661636581507,2919,7694
219,202208282100.nc,5100.1678827160495,1188.705753829348,3135,7336
220,202106110720.nc,4761.976724691358,1522.5006980136618,1492,7432
221,202106231650.nc,4454.504385185185,895.3235372360755,3172,7125
222,202106021600.nc,5585.435317283951,1091.8773750832165,3512,7544
223,202107011430.nc,5014.064681481482,1094.804559176698,3288,7579
224,202206290330.nc,4377.386669135803,1152.6628121920287,1850,7592
225,202206220050.nc,4644.4191925925925,1303.9114238798907,2420,7319
226,202106260030.nc,5062.972011111111,1142.3076136447205,2818,7427
227,202306091010.nc,4659.931903703704,1265.7792913282656,2587,7334
228,202306072330.nc,5072.3281432098765,1284.9586999314186,2965,7605
229,202106200720.nc,4412.8398777777775,1117.9363132147034,1625,7271
230,202207261000.nc,4346.943490123457,1291.2831492028677,2842,7577
231,202207010730.nc,4225.818927160494,1211.2383154376478,2167,7447
232,202308032150.nc,4206.687758024691,1004.6402634682187,2992,7334
233,202208081640.nc,4509.70577654321,1230.9744982422178,2861,7617
234,202208091540.nc,4494.32229382716,1140.975544230299,2973,7446
235,202206041240.nc,5558.663182716049,992.8623574297853,3128,7633
236,202106120810.nc,4734.0626827160495,1326.2618568783407,1869,7658
237,202307282350.nc,4797.52790617284,1292.5463788804825,2642,7515
238,202107190640.nc,4029.8466358024693,1087.6554315303388,1761,7599
239,202306081230.nc,5069.0934691358025,1183.4205007892217,3024,7401
240,202206170810.nc,4452.239081481482,1313.0283752984208,1878,7446
241,202107261550.nc,4268.925637037037,1117.4778344446427,3093,7696
242,202307152240.nc,4512.276160493827,1043.5021493548643,2988,7158
243,202209050310.nc,5223.487490123457,1531.595857421488,2197,7667
244,202308081210.nc,4299.811392592593,1125.4322529632611,2943,7589
245,202106221000.nc,3961.521838271605,846.3880772892603,2610,7391
246,202206122020.nc,5598.8856703703705,905.6585696493757,3382,7424
247,202106180510.nc,4788.971241975309,1131.6563841305128,1682,7574
248,202106151220.nc,4875.225603703704,1117.680811074854,3245,7601
249,202206230130.nc,4948.0522,1417.1393111349525,2370,7591
250,202206301750.nc,4504.1989,1150.2265072747869,3045,7295
251,202207251040.nc,3944.4603987654323,1068.7416343992636,2899,7786
252,202207092100.nc,4273.783377777778,1075.3438705819965,3006,7661
253,202106042010.nc,4717.904396296296,878.155480087009,3235,7510
254,202206161200.nc,4580.104966666667,1060.6033103900788,2776,7539
255,202206280600.nc,5171.308380246914,1211.3518314728938,2336,7624
256,202206221420.nc,4789.422403703704,1266.5052219954634,3152,7681
257,202307181320.nc,4217.733185185185,1099.4022515535275,2835,7568
258,202106301940.nc,4737.164134567901,1058.4514882212923,3178,7686
259,202307080050.nc,4515.4928222222225,1279.4812412503127,2478,7715
260,202107231700.nc,4306.566362962963,1092.296833941183,3095,7421
261,202209090800.nc,3971.730591358025,960.8147703223555,2321,7268
262,202307150750.nc,4747.524556790124,1080.0980854130858,2392,7655
263,202106161240.nc,4907.857875308642,1076.0170010494658,3249,7673
264,202207151200.nc,4639.97677654321,1117.5840424696894,2853,7531
265,202208220800.nc,4671.562172839506,1140.3393475546882,2530,7608
266,202208120120.nc,4301.695538271605,1180.8072531767866,2386,7584
267,202106120600.nc,4566.639945679012,1343.2322049041818,1365,7635
268,202206042020.nc,5688.784129629629,1024.3039990490538,3329,7613
269,202308121820.nc,4108.59185308642,1024.2003990804685,2765,7389
270,202207142350.nc,4626.680632098765,1232.9696680394773,2763,7682
271,202308170410.nc,4064.668638271605,1165.08987249303,2079,7552
272,202308191950.nc,4129.9646641975305,903.6653542858473,3089,7441
273,202306281710.nc,4908.068455555555,1183.058367690278,3224,7685
274,202307011310.nc,4653.999001234568,1141.7818542368043,2830,7716
275,202208211930.nc,4447.81075925926,1360.633726031318,2907,7732
276,202209032220.nc,5211.3102407407405,1212.7918086301179,3116,7514
277,202206221210.nc,4828.299834567902,1314.0350648883093,3059,7487
278,202207171900.nc,4694.510037037037,1007.6135263884593,3126,7505
279,202106081010.nc,4440.94757037037,1070.181970794732,2597,7462
280,202306252150.nc,5191.472406172839,1182.4862986178011,3212,7462
281,202106190310.nc,4246.63525308642,1186.2657381845572,1499,7620
282,202107081040.nc,5203.182039506173,1219.9534016682217,2853,7801
283,202206090240.nc,4522.422404938272,1114.5393117454043,2136,7342
284,202208110340.nc,4305.744613580247,1407.847294036949,1519,7498
285,202207290740.nc,4366.244690123457,1245.8515712970332,2203,7741
286,202208030910.nc,3928.2541320987652,1196.1906128208943,2666,7558
287,202107281900.nc,4499.990587654321,1222.042486691567,3006,7563
288,202308192220.nc,4162.625245679013,943.8101013118111,3097,7369
289,202307282020.nc,4857.199682716049,1204.6808831355488,3027,7478
290,202208111700.nc,4103.729780246914,838.5172392397624,2832,7543
291,202208152130.nc,4582.49302962963,1098.225922382726,2963,7627
292,202207051340.nc,4781.9162,1168.9785881488162,2998,7777
293,202106201450.nc,4430.560239506173,856.0566571222379,3081,7388
294,202107302120.nc,4054.783288888889,828.4951724196793,3087,7644
295,202308281650.nc,4994.9783691358025,1199.82857268121,3028,7595
296,202107070340.nc,5001.640503703704,1265.0440503849127,2170,7596
297,202106070010.nc,4548.829001234568,1060.9047804808292,2825,7297
298,202106221340.nc,4061.170587654321,717.7401579932312,2998,7344
299,202107212030.nc,4430.114816049383,1160.192487434732,2998,7307
300,202308121840.nc,4111.322633333333,1025.7540972475217,2773,7437
301,202106221910.nc,4130.990239506173,706.0002342433368,3082,7163
302,202106112120.nc,4668.900555555556,972.4457477277411,3207,7594
303,202106170950.nc,5066.43947037037,952.6625416767165,2812,7762
304,202106040420.nc,4646.046908641975,1259.1576637605738,1626,7517
305,202306100130.nc,4776.224791358025,1393.366922151744,2218,7458
306,202307071700.nc,4709.434343209877,1152.713586073668,3013,7602
307,202308030430.nc,3834.964897530864,969.2878665396071,1918,7362
308,202206241230.nc,4326.120792592593,1096.1929805847253,2661,7635
309,202307292140.nc,4907.936990123457,1282.7067178980808,3071,7586
310,202308190220.nc,3708.496991358025,823.0561967872914,1801,7395
311,202208091550.nc,4490.114961728395,1137.9118403981781,2953,7431
312,202307251200.nc,4153.100503703704,967.1384150545952,2970,7457
313,202206280850.nc,5100.708616049383,1207.5192225069495,2615,7665
314,202206230220.nc,4933.802420987654,1463.3698653495471,2110,7626
315,202307272030.nc,4619.264061728395,1196.3446421071833,2990,7670
316,202308140850.nc,4111.470734567902,1121.3256784806445,2305,7486
317,202308141500.nc,4156.554933333333,926.6290110945599,2968,7418
318,202307020500.nc,4545.747286419753,1338.526709490624,1037,7713
319,202206211210.nc,4682.688133333333,1153.2399516749247,2763,7557
320,202206170320.nc,4434.7915111111115,1330.556209351373,1295,7449
321,202209041250.nc,5330.631251851852,1053.5503210327736,3115,7635
322,202107131500.nc,4391.6366864197535,994.7184296112046,2941,7482
323,202106170750.nc,5038.93727037037,1049.5127540956507,2311,7741
324,202307070340.nc,4845.142980246914,1429.59985627978,1544,7686
325,202106151910.nc,4872.064481481481,1011.1465231089039,3348,7747
326,202308200110.nc,3954.708149382716,969.9833251881034,2478,7317
327,202208110240.nc,4347.309179012345,1399.2905704914765,1825,7585
328,202107291700.nc,4443.101938271605,1057.7502116663431,3019,7521
329,202208032010.nc,3894.108283950617,817.2649044389905,2997,7608
330,202206071220.nc,4499.562562962963,766.3474896551112,3082,7380
331,202307211230.nc,4854.99622962963,1312.0637414132982,3135,7774
332,202107131240.nc,4379.3988407407405,1041.1138274144048,2861,7633
333,202307180040.nc,4264.602537037037,1133.5333205304653,2510,7456
334,202208231200.nc,4390.801434567901,905.7699169072896,2996,7488
335,202208151630.nc,4649.185083950617,1223.5378612266327,2871,7664
336,202207080350.nc,4096.291217283951,1179.8690611218237,1760,7536
337,202107151600.nc,4464.25247037037,1150.4708499000847,3103,7544
338,202207200010.nc,4669.425587654321,1004.8808708467225,2706,7646
339,202206280050.nc,5316.877033333333,1187.2884061753732,2626,7482
340,202307220950.nc,5080.616707407407,1312.1415812841753,2886,7832
341,202206221340.nc,4786.555751851852,1276.216811998468,3125,7675
342,202308081850.nc,4289.675488888889,1001.7729030918543,3065,7594
343,202307011540.nc,4740.06188271605,1100.776429565883,2990,7592
344,202307012140.nc,4834.358562962963,1054.0970608402754,3027,7661
345,202107071850.nc,4880.169711111111,1016.1617602384861,3102,7619
346,202208301620.nc,4620.520388888889,998.03776214666,3022,7586
347,202307312040.nc,4495.277049382716,1157.666795217783,3116,7518
348,202106112330.nc,4547.63205308642,1040.7820756415808,2784,7563
349,202209050210.nc,5252.076858024691,1434.712043316459,2413,7663
350,202307021700.nc,4785.974737037037,1147.987848643074,3194,7674
351,202308121340.nc,4073.0009901234566,1002.4480090081738,2708,7376
352,202306282310.nc,4818.600745679012,1174.2394228462772,3071,7606
353,202207051410.nc,4794.440781481481,1158.7239681146198,3006,7787
354,202107030330.nc,5650.85092962963,1343.9140042397075,2539,7600
355,202208112130.nc,4308.335674074074,1065.9179284666434,2940,7670
356,202207271850.nc,4220.076669135802,1071.233280361445,2996,7478
357,202206050910.nc,5446.999254320987,1277.346505376272,2274,7485
358,202208150110.nc,4832.08802345679,1357.0234314183883,2392,7641
359,202307131250.nc,5485.120135802469,1205.112117725308,3058,7756
360,202106201210.nc,4492.496985185186,874.5197710395454,2963,7325
361,202307300430.nc,4810.157616049382,1406.5637533357387,1346,7590
362,202106081640.nc,4640.25792962963,911.6443692808297,3266,7455
363,202306172100.nc,4917.499230864198,1117.1833386733283,3218,7672
364,202207151130.nc,4681.258267901235,1148.7502472365727,2827,7537
365,202107212230.nc,4427.434348148148,1147.0560764149466,3002,7356
366,202308301150.nc,4896.847979012346,1136.1388574898144,3050,7659
367,202207190520.nc,4629.0691160493825,1355.9045356389151,1096,7722
368,202207130210.nc,4642.074739506173,1234.418452174773,2257,7496
369,202107091930.nc,4630.095837037037,1148.2163399115836,3056,7714
370,202106270710.nc,4714.925854320988,1150.9892622269233,1952,7572
371,202106050510.nc,4474.815420987655,1319.1862340509774,1470,7370
372,202106080910.nc,4422.022380246914,1152.5800711170405,2378,7496
373,202306042200.nc,4599.669224691358,874.0052419172363,3344,7115
374,202207091000.nc,4164.959850617284,1149.0624061356286,2767,7717
375,202106141740.nc,5180.150986419753,1148.9933795807463,3251,7671
376,202107140820.nc,4243.012281481481,1245.359991444699,2358,7711
377,202207062340.nc,4407.570728395061,1211.5163307133535,2871,7556
378,202307151820.nc,4610.338393827161,999.2060631578184,3021,7305
379,202208170930.nc,4167.574248148148,1162.8270082515762,2821,7691
380,202208200910.nc,4074.306338271605,1134.828586140786,2586,7841
381,202106281240.nc,4222.585704938271,957.0563376636044,3034,7533
382,202206010740.nc,4507.5536382716045,1396.5769422640763,1694,7409
383,202307221140.nc,4927.694048148148,1274.8593017259466,3043,7759
384,202206260250.nc,4906.151555555555,1266.775395747178,1796,7589
385,202206241530.nc,4331.6592,1050.8726402193238,2845,7385
386,202106141820.nc,5177.746035802469,1149.2012347164407,3263,7646
387,202106071710.nc,4603.453381481481,877.3308453876958,3220,7482
388,202206141650.nc,5075.296638271605,1004.8749108711633,3142,7669
389,202308181330.nc,3906.940424691358,737.7058661181322,2941,7538
390,202307170010.nc,4141.406462962963,991.6683067942654,2562,7351
391,202107091110.nc,4667.314208641976,1187.0857582924793,2821,7723
392,202306211400.nc,4705.125741975308,1131.5940400565148,2846,7323
393,202209051140.nc,5336.7221234567905,1336.5220781000305,3032,7685
394,202208240110.nc,4256.586718518519,997.034441751098,2811,7616
395,202306231830.nc,4564.936695061729,1104.4649924038206,2977,7491
396,202308221030.nc,4352.818444444444,1267.5820337826049,2864,7602
397,202308040100.nc,4118.3161666666665,1034.374540503749,2570,7463
398,202206072220.nc,4519.3672790123455,739.3934924043022,3266,7248
399,202307081200.nc,4739.176871604938,1132.8127568575276,2792,7557
400,202206151640.nc,4529.030214814815,914.418213987588,3080,7562
401,202206180650.nc,4199.641518518519,1275.286165217333,1339,7452
402,202308091100.nc,4712.774872839506,1425.0721080003207,2885,7616
403,202206261000.nc,4892.815087654321,1351.466972574349,2885,7820
404,202106131300.nc,5056.3220839506175,1209.4225180507028,3307,7526
405,202308280900.nc,5066.356919753086,1276.8402069439946,2907,7771
406,202106181830.nc,4630.341460493827,902.7131381185785,3193,7134
407,202307101150.nc,4602.511950617284,1273.5999555621065,2838,7607
408,202107081220.nc,5120.7060654320985,1156.1194421735177,3059,7749
409,202107172110.nc,4298.111071604938,1088.7878943816318,3161,7660
410,202107190730.nc,4075.9118617283953,1121.4828773182696,1897,7714
411,202307080740.nc,4744.281595061729,1396.2463530155273,2096,7748
412,202208150610.nc,4849.079379012345,1287.0489012643952,2067,7557
413,202106091310.nc,5051.46687654321,1163.2466400549513,3202,7528
414,202206171210.nc,4645.349387654321,1216.5235081184458,2764,7527
415,202107210040.nc,3966.235665432099,962.694462817556,2264,7188
416,202106180650.nc,4813.432738271605,1116.3024312586106,1870,7555
417,202106281640.nc,4169.464154320987,779.3241611579034,3130,7402
418,202308301900.nc,4916.818030864198,1135.7287098966592,3081,7617
419,202209050940.nc,5324.748683950617,1420.713139255279,2803,7725
420,202107261920.nc,4276.605729629629,1171.4004851623247,3085,7664
421,202307182030.nc,4329.750991358024,1081.6698821527873,2991,7494
422,202207070740.nc,4291.070218518518,1331.7524435755163,1955,7645
423,202306031810.nc,4481.782918518518,793.7920717709987,3236,6990
424,202206270210.nc,5443.543935802469,1254.9622189367037,2593,7625
425,202106221050.nc,4007.183365432099,802.8492039992962,2787,7339
